2.5932,2.665,2.8085,2.7963,2.7544,2.7259,2.7233,2.7456,2.7858,2.8346,2.883,2.9235,2.9503,2.9601,2.9512,2.9238,2.8793,2.82,2.7485,2.7009,2.7222,2.7785,2.8326,2.8614,2.8556,2.8215,2.7946,2.7959,2.8222,2.859,2.8907,2.9054,2.8965,2.8621,2.804,2.7265,2.6347,2.6504,2.6828,2.6735,2.6389,2.604,2.586,2.6467,2.6772,2.6954,2.7228,2.7551,2.7824,2.797,2.7948,2.7744,2.7367,2.6837,2.838,3.4686,3.4009,3.2657,2.9266,2.7741,2.7788,2.8566,2.9477,3.0209,3.0675,3.0951,3.1198,3.1593,3.5458,3.4766,3.4754,3.6171,3.7831,3.9469,4.0944,4.2145,4.2995,4.3462,4.3562,4.3351,4.2908,4.2322,4.1671,4.1015,4.0392,3.9815,3.9279,3.8765,3.8252,3.7721,3.7171,3.6613,3.6512,3.8,4.0012,4.1245,4.1316,4.0475,3.9149,3.7686,3.6289,3.5037,3.3932,3.2938,3.229,3.2552,3.3354,3.4113,3.4448,3.422,36.237,37.856,41.093,41.774,41.045,39.836,38.64,37.644,36.876,36.299,37.589,38.6,38.803,38.447,37.808,37.076,36.365,35.73,35.193,35.981,35.767,35.266,39.95,41.414,40.503,38.788,37.115,35.793,35.757,39.717,39.784,36.788,34.63,33.727,34.711,36.012,34.461,34.206,35.544,36.848,37.517,38.416,40.896,43.335,43.664,41.948,39.446,37.189,35.57,34.694,34.976,36.001,36.918,37.277,37.077,0
2.758,2.8412,3.0077,2.9193,2.822,2.78,2.7925,2.8388,2.8964,2.9476,2.9808,2.99,2.9733,2.9324,2.8715,2.7994,2.7271,2.9757,2.8599,2.8246,2.8207,2.7959,2.7623,2.7313,2.7053,2.6846,2.678,2.6846,2.6955,2.7008,2.6932,2.6704,2.6433,2.6233,2.6129,2.6081,2.6026,2.5931,2.5935,2.6099,2.6312,2.6455,2.6479,2.6412,2.6311,2.6232,2.6205,2.6232,2.6291,2.6552,2.7187,2.7056,2.6513,2.6002,2.6639,4.0976,4.108,4.1288,3.9211,3.8604,3.9424,4.0935,4.2503,4.3892,4.5319,4.7087,4.9284,5.1731,5.4092,5.6,5.7172,5.7459,5.6863,5.5505,5.3585,5.1331,4.896,4.6649,4.4523,4.2653,4.106,3.9737,3.8676,3.7874,3.7321,3.6989,3.6832,3.6784,3.6778,3.676,3.6701,3.6596,3.6578,3.7199,3.8326,3.9356,3.9882,3.9827,3.9306,3.8491,3.7523,3.6493,3.5445,3.4392,3.3556,3.2352,3.1209,3.0099,2.8999,2.7909,47.337,46.548,44.969,41.344,38.236,36.045,34.625,33.746,33.217,32.906,36.128,37.019,36.686,35.929,35.14,34.477,34.209,34.754,35.336,35.441,35.129,34.637,34.159,34.074,34.924,37.063,38.771,38.789,37.68,36.26,35.014,34.102,33.499,33.125,32.9,32.766,32.694,32.681,32.896,33.618,34.644,35.46,35.759,35.567,35.085,34.515,34.582,35.623,36.265,36.128,35.498,34.729,34.038,33.503,33.126,0
2.919,2.9607,3.044,2.9063,2.7969,2.7515,2.7484,2.7602,2.7666,2.7569,2.727,2.6775,2.6115,2.6064,2.6568,2.6953,2.6976,2.6614,2.7619,2.8048,2.7969,2.7713,2.7509,2.7459,2.7566,2.7775,2.8007,2.819,2.8272,2.8237,2.8099,2.7893,2.7661,2.7445,2.8728,2.8631,2.8263,2.7921,2.7672,2.7516,2.7436,2.7416,2.7438,2.7478,2.7518,2.7554,2.7607,2.7699,2.7842,2.8302,2.8942,2.9034,2.8869,2.8662,2.872,2.8578,2.8644,2.8776,2.7217,2.5933,2.5107,2.4502,2.393,2.3019,2.1924,2.0609,1.9148,1.7629,1.7055,1.7586,1.8224,1.8513,1.8344,1.7774,1.6936,1.6047,1.5322,1.4863,1.4666,1.4664,1.4771,1.4955,1.5292,1.5875,1.6729,1.7789,1.8927,2,2.0888,2.1528,2.1915,2.2086,2.2102,2.2024,2.1902,2.1767,2.1631,2.1491,2.1335,2.1147,2.0927,2.0702,2.0518,2.0412,2.039,2.0423,2.0455,2.0424,2.0274,1.997,53.802,54.589,56.163,53.842,51.296,49.486,48.382,47.708,47.214,46.745,49.669,50.558,50.099,48.99,47.66,46.348,52.728,53.662,52.293,50.258,49.523,50.471,50.336,48.373,45.847,49.298,53.243,54.927,54.684,53.28,51.361,52.669,55.983,51.455,46.696,44.182,43.362,44.561,46.624,48.355,49.491,50.262,50.856,51.265,51.373,51.082,50.387,49.366,48.149,46.87,45.642,44.541,43.619,43.425,50.756,0
2.7181,2.7447,2.7979,2.7434,2.6948,2.6743,2.6775,2.6932,2.7097,2.7184,2.7135,2.6926,2.6555,2.6889,2.7364,2.7458,2.7123,2.6442,2.7288,2.753,2.7354,2.7076,2.6865,2.6759,2.6718,2.6671,2.6575,2.648,2.6488,2.664,2.6882,2.7092,2.7145,2.6971,2.6585,2.6069,2.7194,2.7089,2.6532,2.6006,2.57,2.5636,2.5757,2.5978,2.622,2.6425,2.657,2.6662,2.6724,2.6782,2.6851,2.6935,2.7023,2.7096,2.7132,2.0719,2.089,2.1232,2.0508,2.0077,2.0027,2.0172,2.0632,2.1938,2.364,2.5109,2.5968,2.6112,2.5773,2.5713,2.6231,2.7174,2.824,2.9148,2.9712,2.9842,2.9545,2.8899,2.8029,2.7072,2.6153,2.5363,2.4754,2.4338,2.4095,2.3986,2.3958,2.3968,2.4024,2.4215,2.4644,2.5343,2.7318,2.9601,3.1248,3.2023,3.1956,3.1189,2.9901,2.827,2.6456,2.459,2.277,2.1066,1.9752,2.0299,2.2782,2.5501,2.701,2.6879,49.646,50.416,51.957,44.763,49.117,50.256,49.629,48.183,46.505,44.929,43.625,42.805,42.587,42.787,43.091,43.254,43.167,42.878,42.657,42.822,43.462,44.419,45.458,46.411,47.196,47.784,48.163,48.312,48.213,47.854,47.246,46.417,45.415,44.297,43.124,41.952,40.825,39.813,39.923,42.627,45.905,46.906,45.297,42.448,39.678,37.592,36.238,35.445,35.042,34.931,35.068,35.42,35.953,36.737,38.182,0
2.6189,2.707,2.8832,2.7722,2.6517,2.5921,2.5893,2.6191,2.6577,2.6882,2.7004,2.6901,2.6571,2.6041,2.5367,2.4658,2.5682,2.6065,2.612,2.6078,2.6052,2.608,2.6156,2.6256,2.6349,2.6405,2.6423,2.6473,2.6519,2.6382,2.5983,2.6307,2.6922,2.7234,2.7134,2.6665,2.6282,2.6109,2.5829,2.5357,2.4755,2.4136,2.3611,2.3948,2.4115,2.3956,2.3869,2.3979,2.4241,2.4569,2.4899,2.522,2.5559,2.6771,2.7051,2.5051,2.6155,2.8363,2.8427,2.6955,2.4794,2.266,2.1988,2.3664,2.5462,2.6244,2.6111,2.5544,2.4928,2.4435,2.4084,2.3816,2.3559,2.3257,2.3078,2.3615,2.4851,2.6417,2.7923,2.9087,2.9759,2.9904,2.9558,2.8807,2.7752,2.6495,2.5414,2.533,2.6178,2.7485,2.8784,2.9754,3.0233,3.0193,2.9727,2.9034,2.8348,2.7868,2.9387,2.9791,2.9839,2.9845,2.9841,2.9754,2.9502,2.9031,2.8325,2.7402,2.6302,2.5079,47.299,45.675,42.426,38.168,39.698,40.757,41.115,41.113,40.943,40.676,40.322,39.877,39.345,41.721,43.127,43.359,42.795,41.779,40.559,39.3,38.114,37.089,36.247,35.538,34.91,35.603,39.796,39.855,36.88,34.421,33.155,33.263,36.779,36.363,33.886,32.584,32.185,32.083,32.08,32.267,32.797,33.649,34.598,35.372,35.792,35.821,35.53,35.039,34.468,33.908,33.415,33.011,32.714,33.109,39.025,0
2.5079,2.5573,2.656,2.6148,2.5777,2.5761,2.6051,2.6497,2.6947,2.7289,2.7451,2.7401,2.7139,2.7259,2.7717,2.7987,2.7891,2.7424,2.6679,2.6435,2.7066,2.7516,2.7513,2.7263,2.7013,2.6897,2.6929,2.7054,2.7193,2.727,2.7231,2.7045,2.6707,2.6239,2.6209,2.6609,2.7006,2.7267,2.7395,2.7437,2.744,2.7439,2.7452,2.7487,2.7537,2.7591,2.7633,2.7645,2.7611,2.7515,2.7354,2.7152,2.6987,2.6968,2.72,2.2564,2.2348,2.1915,2.0197,1.8899,1.8244,1.8083,1.8205,1.8436,1.8674,1.8885,1.9089,1.9332,1.97,2.0664,2.2117,2.3265,2.3799,2.3918,2.3887,2.3838,2.3781,2.3675,2.3476,2.3159,2.2722,2.2244,2.1886,2.178,2.1957,2.2361,2.2879,2.3387,2.3779,2.3988,2.3994,2.3813,2.3489,2.3076,2.2624,2.2176,2.1758,2.1382,2.1048,2.0754,2.0507,2.0321,2.0203,2.0148,2.0137,2.0143,2.0145,2.0137,2.0129,2.014,60.592,59.35,56.865,53.515,51.806,51.263,51.232,53.718,54.373,54.155,53.576,52.901,52.262,53.683,53.874,53.436,52.815,52.223,55.609,55.812,54.537,53.173,52.137,51.442,50.996,50.725,50.664,50.808,51.089,51.423,51.736,51.977,52.118,52.152,54.652,54.57,53.747,53.518,54.937,54.787,53.219,51.669,50.634,50.018,49.642,49.397,49.248,49.201,49.271,49.469,49.845,50.549,51.709,53.291,56.394,0
2.8861,2.9156,2.9747,2.906,2.8495,2.8301,2.8404,2.8646,2.8884,2.901,2.896,2.8709,2.826,2.7932,2.7972,2.807,2.8006,2.7687,2.7134,2.7533,2.7736,2.7686,2.7546,2.7428,2.7373,2.7371,2.7382,2.7363,2.7283,2.7134,2.6929,2.7571,2.7711,2.7527,2.723,2.6949,2.6788,2.6846,2.7069,2.7293,2.7407,2.7409,2.7351,2.7285,2.7235,2.7197,2.7146,2.7053,2.6893,2.6672,2.6568,2.6644,2.6677,2.6871,2.5887,4.2153,4.666,5.5673,5.9631,6.1017,6.0983,6.0071,5.8547,5.6562,5.423,5.1655,4.8938,4.6175,4.3793,4.2799,4.3132,4.4198,4.5391,4.6281,4.6663,4.6726,4.6868,4.7335,4.815,4.9174,5.02,5.1023,5.149,5.151,5.1057,5.0154,4.8863,4.7273,4.5518,4.3774,4.2233,4.1045,4.3705,4.6663,4.855,4.946,4.9666,4.94,4.8815,4.8,4.7005,4.586,4.459,4.3218,4.1875,4.1166,4.1144,4.1231,4.0907,3.998,45.581,47.849,52.384,51.322,48.747,46.343,44.55,43.299,42.383,41.612,40.88,40.255,39.859,39.726,39.808,40.013,40.246,40.426,40.51,42.531,43.846,43.728,42.918,42.011,41.28,40.784,40.483,40.308,40.193,40.085,39.95,39.766,39.523,39.221,38.864,38.461,38.463,38.799,39.116,39.287,39.283,39.118,38.822,38.43,37.975,37.485,36.984,36.501,36.101,35.867,35.862,36.097,36.531,37.102,37.835,0
2.535,2.5838,2.6813,2.5599,2.4602,2.4218,2.4256,2.4447,2.4586,2.4557,2.4319,2.3877,2.3264,2.4188,2.4308,2.3797,2.5646,2.5699,2.4813,2.5388,2.5872,2.5935,2.5818,2.5728,2.5767,2.5939,2.6192,2.6459,2.6685,2.684,2.6915,2.6909,2.683,2.6683,2.649,2.6351,2.6316,2.6349,2.6387,2.6395,2.6385,2.6394,2.6461,2.669,2.7078,2.7502,2.788,2.8161,2.8315,2.8321,2.8172,2.7871,2.7432,2.7874,2.7175,2.6829,2.626,2.5122,2.2105,2.0015,1.9134,1.9106,1.9521,2.0066,2.0545,2.0861,2.0995,2.0977,2.0859,2.0698,2.0538,2.0411,2.0328,2.0284,2.0268,2.0289,2.0356,2.045,2.0535,2.0569,2.0519,2.0359,2.0081,1.9687,1.9188,1.8602,1.7951,1.7258,1.6561,1.5926,1.5458,1.5275,1.6809,1.759,1.858,1.987,2.1401,2.3055,2.4709,2.675,3.0074,3.3879,3.6335,3.6616,3.5162,3.2852,3.0376,2.8069,2.6017,2.419,53.24,51.611,48.352,45.469,43.912,43.38,43.447,43.764,44.095,44.295,44.299,44.095,43.705,43.171,42.541,41.863,41.176,40.513,39.895,41.61,45.952,45.453,42.407,39.84,38.365,37.655,37.785,39.194,41.332,43.065,43.706,43.272,42.172,40.854,44.187,43.064,38.676,37.764,38.59,39.926,40.926,41.282,41.064,40.489,39.77,39.056,40.238,41.91,42.055,41.153,39.952,38.875,38.062,37.508,41.339,0
2.7816,2.8206,2.8985,2.8852,2.8956,2.9389,2.999,3.0571,3.0992,3.1373,3.1848,3.2171,3.2176,3.1814,3.1111,3.0139,2.8981,3.0324,3.0154,2.9373,2.9003,2.9214,2.9749,3.0295,3.0626,3.0625,3.0296,2.9805,2.9399,2.9252,2.9376,2.9647,2.9882,2.992,2.9672,2.9172,2.8703,2.8514,2.8648,2.9017,2.9496,2.9975,3.0383,3.0684,3.0871,3.0949,3.0932,3.0831,3.0654,3.0406,3.0088,2.9702,2.9303,2.9772,3.2859,2.1865,2.1927,2.2052,2.0342,1.9057,1.8454,1.8296,1.8323,1.8366,1.8362,1.8307,1.8218,1.8107,1.7979,1.7849,1.7786,1.7866,1.8113,1.8479,1.8867,1.9217,1.9564,1.9997,2.0587,2.1348,2.2233,2.3162,2.4047,2.4832,2.5499,2.6061,2.6539,2.6951,2.7314,2.7655,2.7995,2.8317,2.8573,2.8688,2.8591,2.8232,2.7593,2.669,2.557,2.4341,2.3177,2.2224,2.1559,2.1179,2.1029,2.104,2.1202,2.1578,2.2257,2.3285,57.705,60.239,65.306,64.939,62.283,59.342,56.94,55.256,54.206,53.629,53.376,53.332,53.425,53.632,53.965,54.451,55.367,56.967,58.816,60.532,61.91,62.875,63.43,63.617,63.494,63.124,62.565,61.872,64.18,68.344,68.75,66.295,63.089,60.283,58.176,56.684,55.632,54.908,55.709,60.446,66.956,70.672,69.979,66.348,61.951,58.183,58.725,61.143,62.44,62.256,61.046,59.363,57.764,59.102,65.593,0
2.5171,2.5821,2.7122,2.6313,2.5609,2.5457,2.5728,2.6178,2.6601,2.6863,2.6901,2.6698,2.6275,2.6617,2.721,2.7302,2.6826,2.6083,2.5757,2.701,2.7015,2.7488,2.808,2.8433,2.8451,2.8151,2.7728,2.7417,2.731,2.7356,2.7441,2.7447,2.7324,2.7155,2.7066,2.711,2.7236,2.7359,2.7508,2.7723,2.7928,2.8044,2.8066,2.8038,2.8009,2.8005,2.802,2.8025,2.7983,2.7927,2.8041,2.8297,2.9497,2.914,2.8653,4.3114,4.2412,4.1006,3.5901,3.2538,3.1403,3.1809,3.3012,3.4465,3.582,3.6894,3.7617,3.8002,3.8149,3.8846,4.0693,4.2299,4.2407,4.1218,3.9585,3.8126,3.7034,3.6246,3.5625,3.5054,3.4969,3.66,3.9666,4.327,4.6589,4.9084,5.0507,5.0831,5.0172,4.8718,4.6684,4.4274,4.1689,3.9316,3.7643,3.6947,3.722,3.8238,3.9677,4.1205,4.2556,4.3567,4.42,4.4519,4.6379,4.6573,4.6334,4.6245,4.6482,4.7036,53.844,56.108,60.636,59.355,56.257,53.529,51.741,58.324,60.603,60.336,59.025,57.47,56.031,54.833,53.888,53.16,52.6,52.162,51.824,52.002,52.421,52.674,56.4,59.144,58.642,57.226,56.13,55.533,55.824,58.064,60.157,60.591,59.568,57.861,56.084,54.534,53.286,52.31,51.548,50.945,52.779,57.767,59.778,58.392,55.675,53.117,53.947,57.12,59.029,59.123,57.97,56.26,54.48,52.894,57.581,0
